"ML Catalog #",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)",Comments,"Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL"
135919051,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1253,"United States",Vermont,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.2567,-72.5999,,Unknown,,"Not Used",,,,,,,S51838320,,,,"Note thick, blobby belly-band.","This is a difficult bird. On the one hand, the blobby, dark belly-band suggests that it is abieticola. The thin throat also seems to suggest this, but the photos are not ideal for IDing for this feature. Finally, it appears to have a dark patagial bar, but again, can't ID distinctly. Given this, foregoing an ID for now. This is a resident bird.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,1.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",1187,1875,"https://macaulaylibrary.org/asset/135919051","https://ebird.org/view/checklist/S51838320","https://ebird.org/species/rethaw"
135919041,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1253,"United States",Vermont,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.2567,-72.5999,,Unknown,,"Not Used",,,,,,,S51838320,,,,"Poor view of patagial bar. Note the lack of a postpatagial dark band; shows poor quality of photo.","This is a difficult bird. On the one hand, the blobby, dark belly-band suggests that it is abieticola. The thin throat also seems to suggest this, but the photos are not ideal for IDing for this feature. Finally, it appears to have a dark patagial bar, but again, can't ID distinctly. Given this, foregoing an ID for now. This is a resident bird.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,2.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",999,1531,"https://macaulaylibrary.org/asset/135919041","https://ebird.org/view/checklist/S51838320","https://ebird.org/species/rethaw"
135919031,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1253,"United States",Vermont,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.2567,-72.5999,,Unknown,,"Not Used",,,,,,,S51838320,,,,"Note thin white throat. However, angle and position unfavorable to ID.","This is a difficult bird. On the one hand, the blobby, dark belly-band suggests that it is abieticola. The thin throat also seems to suggest this, but the photos are not ideal for IDing for this feature. Finally, it appears to have a dark patagial bar, but again, can't ID distinctly. Given this, foregoing an ID for now. This is a resident bird.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,2.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/135919031","https://ebird.org/view/checklist/S51838320","https://ebird.org/species/rethaw"
135919021,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1253,"United States",Vermont,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.2567,-72.5999,,Unknown,,"Not Used",,,,,,,S51838320,,,,"Very dark back and head, with clear blobbing.","This is a difficult bird. On the one hand, the blobby, dark belly-band suggests that it is abieticola. The thin throat also seems to suggest this, but the photos are not ideal for IDing for this feature. Finally, it appears to have a dark patagial bar, but again, can't ID distinctly. Given this, foregoing an ID for now. This is a resident bird.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",995,1572,"https://macaulaylibrary.org/asset/135919021","https://ebird.org/view/checklist/S51838320","https://ebird.org/species/rethaw"
135919011,Photo,"Buteo jamaicensis","Red-tailed Hawk",,"Richard Littauer",1/19/2019,2019,1,19,1253,"United States",Vermont,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.2567,-72.5999,,Unknown,,"Not Used",,,,,,,S51838320,,,,,"This is a difficult bird. On the one hand, the blobby, dark belly-band suggests that it is abieticola. The thin throat also seems to suggest this, but the photos are not ideal for IDing for this feature. Finally, it appears to have a dark patagial bar, but again, can't ID distinctly. Given this, foregoing an ID for now. This is a resident bird.",,,,"Buteo jamaicensis",rethaw,Species,7953.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",954,1347,"https://macaulaylibrary.org/asset/135919011","https://ebird.org/view/checklist/S51838320","https://ebird.org/species/rethaw"
135917131,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,X,,,"Long neck may also be a disqualifier; however, hard to tell from this angle how the body was in the back.","Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135917131","https://ebird.org/view/checklist/S51830842",
135916761,Photo,"Sturnus vulgaris","European Starling",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,"Estimated. Tried counting in fives, but they kept flying about. Resident flock up to 100.",,,,"Sturnus vulgaris",eursta,Species,28432.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135916761","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/eursta"
135916661,Photo,"Sturnus vulgaris","European Starling",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,"Estimated. Tried counting in fives, but they kept flying about. Resident flock up to 100.",,,,"Sturnus vulgaris",eursta,Species,28432.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135916661","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/eursta"
135916181,Photo,"Larus argentatus","Herring Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Juvenile,,"Not Used",,,,,,,S51830842,,,,"Herring Gull juveniles.",,,,,"Larus argentatus",hergul,Species,6235.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135916181","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/hergul"
135916121,Photo,"Larus marinus","Great Black-backed Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus marinus",gbbgul,Species,6289.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135916121","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/gbbgul"
135916101,Photo,"Larus marinus","Great Black-backed Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus marinus",gbbgul,Species,6289.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135916101","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/gbbgul"
135916081,Photo,"Larus marinus","Great Black-backed Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus marinus",gbbgul,Species,6289.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135916081","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/gbbgul"
135915981,Photo,"Larus argentatus","Herring Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Juvenile,,"Not Used",,,,,,,S51830842,,,,"Originally thought to be GBBG. Changed due to lack of discoloration.",,,,,"Larus argentatus",hergul,Species,6235.0,,,2.5,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915981","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/hergul"
135915951,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,,"Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915951","https://ebird.org/view/checklist/S51830842",
135915641,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,"Good comparison with Herring (far left) Gull. Smaller, much cleaner and whiter. Two GBBG for scale.","Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915641","https://ebird.org/view/checklist/S51830842",
135915281,Photo,"Larus argentatus","Herring Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Juvenile,,"Not Used",,,,,,,S51830842,,,,"First winter.",,,,,"Larus argentatus",hergul,Species,6235.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915281","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/hergul"
135915211,Photo,"Larus argentatus","Herring Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus argentatus",hergul,Species,6235.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915211","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/hergul"
135915131,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,,"Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915131","https://ebird.org/view/checklist/S51830842",
135915041,Photo,"Larus argentatus","Herring Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus argentatus",hergul,Species,6235.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135915041","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/hergul"
135914951,Photo,"Larus marinus","Great Black-backed Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus marinus",gbbgul,Species,6289.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914951","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/gbbgul"
135914831,Photo,"Larus marinus","Great Black-backed Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Unknown,,"Not Used",,,,,,,S51830842,,,,,,,,,"Larus marinus",gbbgul,Species,6289.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914831","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/gbbgul"
135914591,Photo,"Larus marinus","Great Black-backed Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Immature,,"Not Used",,,,,,,S51830842,,,,"Third winter plumage, I think.",,,,,"Larus marinus",gbbgul,Species,6289.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914591","https://ebird.org/view/checklist/S51830842","https://ebird.org/species/gbbgul"
135914501,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,,"Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914501","https://ebird.org/view/checklist/S51830842",
135914491,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,,"Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914491","https://ebird.org/view/checklist/S51830842",
135914481,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,,"Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914481","https://ebird.org/view/checklist/S51830842",
135914461,Photo,"Larus argentatus/glaucoides","Herring/Iceland Gull",,"Richard Littauer",1/19/2019,2019,1,19,1314,"United States",Vermont,Washington,"Grow Compost",44.3111,-72.7149,,Adult,,"Not Used",,,,,,,S51830842,X,,,"Note primaries.","Not comfortable IDing this bird. It seemed smaller than other Iceland Gulls, and had very little gray streaking on back of head. The primaries matched Thayeri pattern according to birdsna.org, which was confusing; only if this is a particularly dark Thayers. Otherwise, clearly Herring. But Thayers adult should also have gray mottling. It seemed smaller, more graceful, and dovelike; all very unscientific terms. Photos provided. I'm unsure, leaning towards Herring, but decided to leave this as a split.",,,,"Larus argentatus/glaucoides",y00682,Slash,6261.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135914461","https://ebird.org/view/checklist/S51830842",
135904181,Photo,"Junco hyemalis hyemalis/carolinensis","Dark-eyed Junco (Slate-colored)",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,,,,,"Junco hyemalis",slcjun,Group,30832.0,,,3.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904181","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/daejun"
135904171,Photo,"Zonotrichia albicollis","White-throated Sparrow",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,"Sex not discernible. Bright adult.",,,,"Zonotrichia albicollis",whtspa,Species,30906.0,,,2.5,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904171","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/whtspa"
135904121,Photo,"Junco hyemalis hyemalis/carolinensis","Dark-eyed Junco (Slate-colored)",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,,,,,"Junco hyemalis",slcjun,Group,30832.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904121","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/daejun"
135904071,Photo,"Zonotrichia albicollis","White-throated Sparrow",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,"Sex not discernible. Bright adult.",,,,"Zonotrichia albicollis",whtspa,Species,30906.0,,,3.5,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904071","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/whtspa"
135904031,Photo,"Melospiza melodia","Song Sparrow",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,"Continuing bird in area; first time seen on this side of town. I last saw this bird near Elm St., haven't seen it since.",,,,"Melospiza melodia",sonspa,Species,30980.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904031","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/sonspa"
135904021,Photo,"Melospiza melodia","Song Sparrow",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,"Continuing bird in area; first time seen on this side of town. I last saw this bird near Elm St., haven't seen it since.",,,,"Melospiza melodia",sonspa,Species,30980.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904021","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/sonspa"
135904011,Photo,"Melospiza melodia","Song Sparrow",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,"Continuing bird in area; first time seen on this side of town. I last saw this bird near Elm St., haven't seen it since.",,,,"Melospiza melodia",sonspa,Species,30980.0,,,3.5,2,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135904011","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/sonspa"
135903981,Photo,"Melospiza melodia","Song Sparrow",,"Richard Littauer",1/19/2019,2019,1,19,1455,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51834898,,,,,"Continuing bird in area; first time seen on this side of town. I last saw this bird near Elm St., haven't seen it since.",,,,"Melospiza melodia",sonspa,Species,30980.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135903981","https://ebird.org/view/checklist/S51834898","https://ebird.org/species/sonspa"
135875031,Photo,"Dryobates pubescens","Downy Woodpecker",,"Richard Littauer",1/19/2019,2019,1,19,856,"United States",Vermont,Washington,"6 MSGR Crosby Ave, Montpelier US-VT (44.2580,-72.5747)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51821317,,,,,"St. Paul Street.",,,,"Dryobates pubescens",dowwoo,Species,10740.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135875031","https://ebird.org/view/checklist/S51821317","https://ebird.org/species/dowwoo"
135875001,Photo,"Dryobates pubescens","Downy Woodpecker",,"Richard Littauer",1/19/2019,2019,1,19,856,"United States",Vermont,Washington,"6 MSGR Crosby Ave, Montpelier US-VT (44.2580,-72.5747)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51821317,,,,,"St. Paul Street.",,,,"Dryobates pubescens",dowwoo,Species,10740.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135875001","https://ebird.org/view/checklist/S51821317","https://ebird.org/species/dowwoo"
135874951,Photo,"Cyanocitta cristata","Blue Jay",,"Richard Littauer",1/19/2019,2019,1,19,856,"United States",Vermont,Washington,"6 MSGR Crosby Ave, Montpelier US-VT (44.2580,-72.5747)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51821317,,,,,"On top of Monsignor Crosby.",,,,"Cyanocitta cristata",blujay,Species,20207.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135874951","https://ebird.org/view/checklist/S51821317","https://ebird.org/species/blujay"
135874941,Photo,"Cyanocitta cristata","Blue Jay",,"Richard Littauer",1/19/2019,2019,1,19,856,"United States",Vermont,Washington,"6 MSGR Crosby Ave, Montpelier US-VT (44.2580,-72.5747)",44.258,-72.5747,,Unknown,,"Not Used",,,,,,,S51821317,,,,,"On top of Monsignor Crosby.",,,,"Cyanocitta cristata",blujay,Species,20207.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135874941","https://ebird.org/view/checklist/S51821317","https://ebird.org/species/blujay"
135874691,Photo,"Haemorhous mexicanus","House Finch",,"Richard Littauer",1/19/2019,2019,1,19,1131,"United States",Vermont,Washington,"23 N Franklin St, Montpelier US-VT (44.2654,-72.5678)",44.2654,-72.5678,,Unknown,,"Not Used",,,,,,,S51827101,,,,,"With eye infection.",,,,"Haemorhous mexicanus",houfin,Species,30049.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135874691","https://ebird.org/view/checklist/S51827101","https://ebird.org/species/houfin"
135874571,Photo,"Poecile atricapillus","Black-capped Chickadee",,"Richard Littauer",1/19/2019,2019,1,19,1058,"United States",Vermont,Washington,"294 Elm St, Montpelier US-VT (44.2665,-72.5689)",44.2665,-72.5689,,Unknown,,"Not Used",,,,,,,S51825193,,,,,,,,,"Poecile atricapillus",bkcchi,Species,21806.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135874571","https://ebird.org/view/checklist/S51825193","https://ebird.org/species/bkcchi"
135874371,Photo,"Pinicola enucleator","Pine Grosbeak",,"Richard Littauer",1/19/2019,2019,1,19,1058,"United States",Vermont,Washington,"294 Elm St, Montpelier US-VT (44.2665,-72.5689)",44.2665,-72.5689,,Unknown,,"Not Used",,,,,,,S51825193,,,,,"With House/Purple Finch. Probably the female Purple Finch that has been hanging around with some Pine Grosbeaks. Had a notched tail. Another birder saw red, though, and thought it was a House Finch. I'm undecided.",,,,"Pinicola enucleator",pingro,Species,29964.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",3264,4928,"https://macaulaylibrary.org/asset/135874371","https://ebird.org/view/checklist/S51825193","https://ebird.org/species/pingro"
